user_id,timestamp,login_time,action_duration,device_type
1079,2024-10-21 20:00:26.400842,12:13:26,26,mobile
1087,2024-10-21 12:01:26.400843,11:13:26,33,laptop
1030,2024-10-18 06:45:26.400845,11:04:26,24,desktop
1063,2024-10-19 07:19:26.400847,11:31:26,16,laptop
1074,2024-10-20 15:26:26.400849,16:24:26,25,desktop
1018,2024-10-15 15:39:26.400850,17:29:26,6,tablet
1029,2024-10-19 17:47:26.400852,14:58:26,24,tablet
1059,2024-10-21 07:05:26.400854,08:20:26,15,mobile
1081,2024-10-15 18:29:26.400855,12:44:26,2,laptop
1032,2024-10-19 17:15:26.400857,10:55:26,21,desktop
1058,2024-10-15 09:42:26.400858,16:34:26,60,mobile
1032,2024-10-19 14:51:26.400860,11:12:26,7,tablet
1085,2024-10-19 10:12:26.400862,11:16:26,54,tablet
1001,2024-10-18 08:06:26.400863,16:24:26,46,mobile
1059,2024-10-20 09:32:26.400865,13:02:26,42,laptop
1036,2024-10-15 07:05:26.400867,12:35:26,22,desktop
1086,2024-10-22 01:03:26.400869,12:00:26,51,tablet
1069,2024-10-18 22:07:26.400870,15:45:26,10,mobile
1020,2024-10-20 10:19:26.400872,09:09:26,9,tablet
1009,2024-10-20 14:20:26.400874,16:16:26,3,tablet
1056,2024-10-15 22:19:26.400875,09:37:26,19,desktop
1044,2024-10-19 05:23:26.400877,12:27:26,59,laptop
1075,2024-10-20 02:11:26.400879,15:34:26,54,laptop
1038,2024-10-20 19:48:26.400880,16:40:26,31,desktop
1081,2024-10-21 18:47:26.400882,13:37:26,45,mobile
1054,2024-10-20 13:50:26.400884,15:11:26,54,mobile
1088,2024-10-21 21:46:26.400885,15:01:26,9,laptop
1032,2024-10-18 00:00:26.400887,16:38:26,49,tablet
1058,2024-10-19 08:51:26.400889,10:20:26,46,tablet
1038,2024-10-15 09:02:26.400890,08:01:26,31,mobile
1025,2024-10-18 09:25:26.400892,08:21:26,29,desktop
1049,2024-10-21 21:31:26.400894,08:08:26,40,tablet
1061,2024-10-20 02:15:26.400895,08:29:26,1,mobile
1013,2024-10-19 01:22:26.400897,12:40:26,58,desktop
1030,2024-10-21 11:31:26.400899,10:45:26,6,laptop
1048,2024-10-20 15:13:26.400900,10:21:26,2,desktop
1073,2024-10-17 06:52:26.400902,12:59:26,17,laptop
1045,2024-10-16 02:10:26.400904,13:12:26,14,mobile
1073,2024-10-20 18:47:26.400905,17:27:26,54,desktop
1037,2024-10-21 08:28:26.400907,09:45:26,10,mobile
1089,2024-10-16 15:47:26.400909,13:20:26,36,laptop
1037,2024-10-16 23:25:26.400910,10:47:26,47,tablet
1002,2024-10-17 22:58:26.400912,17:26:26,39,tablet
1084,2024-10-16 05:41:26.400914,13:45:26,34,laptop
1050,2024-10-15 07:43:26.400915,16:10:26,28,tablet
1035,2024-10-20 20:03:26.400917,08:17:26,8,tablet
1001,2024-10-16 22:24:26.400919,11:20:26,50,desktop
1072,2024-10-16 08:15:26.400922,08:14:26,19,desktop
1087,2024-10-19 13:20:26.400925,17:21:26,16,tablet
1099,2024-10-21 13:59:26.400928,08:08:26,20,desktop
1095,2024-10-16 03:26:26.400931,14:29:26,8,laptop
1006,2024-10-18 15:28:26.400935,08:19:26,4,desktop
1077,2024-10-16 20:45:26.400938,09:40:26,16,desktop
1095,2024-10-21 17:19:26.400941,17:21:26,27,desktop
1063,2024-10-21 09:13:26.400943,15:58:26,41,mobile
1036,2024-10-16 15:02:26.400945,12:04:26,51,laptop
1099,2024-10-17 12:09:26.400947,16:17:26,40,tablet
1029,2024-10-17 05:25:26.400949,15:47:26,30,tablet
1077,2024-10-20 20:21:26.400951,14:04:26,5,mobile
1045,2024-10-16 11:57:26.400954,10:21:26,8,desktop
1028,2024-10-17 00:42:26.400957,09:16:26,54,laptop
1081,2024-10-21 05:45:26.400961,08:39:26,58,laptop
1024,2024-10-21 03:46:26.400964,12:26:26,32,tablet
1079,2024-10-18 09:52:26.400968,13:25:26,39,mobile
1032,2024-10-15 03:43:26.400971,11:00:26,35,mobile
1086,2024-10-20 09:19:26.400985,12:06:26,2,mobile
1096,2024-10-21 07:53:26.400988,08:46:26,41,mobile
1092,2024-10-20 15:22:26.400991,12:45:26,33,laptop
1098,2024-10-18 22:44:26.400993,12:43:26,37,desktop
1084,2024-10-15 09:59:26.400995,09:06:26,16,tablet
1087,2024-10-15 20:05:26.400997,11:31:26,46,laptop
1017,2024-10-18 09:02:26.400998,13:03:26,10,mobile
1080,2024-10-17 17:49:26.401000,07:54:26,19,mobile
1012,2024-10-15 06:42:26.401002,15:28:26,28,tablet
1080,2024-10-16 00:57:26.401004,16:12:26,1,desktop
1082,2024-10-18 17:18:26.401005,14:51:26,40,desktop
1005,2024-10-16 21:56:26.401007,12:30:26,23,desktop
1039,2024-10-16 07:47:26.401009,11:41:26,16,mobile
1100,2024-10-15 04:30:26.401010,08:04:26,37,laptop
1056,2024-10-17 04:21:26.401012,16:30:26,27,laptop
1004,2024-10-20 22:45:26.401013,09:25:26,12,desktop
1074,2024-10-20 18:35:26.401015,11:57:26,43,tablet
1046,2024-10-15 19:16:26.401017,15:07:26,43,desktop
1093,2024-10-19 15:07:26.401020,09:44:26,6,desktop
1016,2024-10-17 04:23:26.401024,11:17:26,34,tablet
1011,2024-10-16 22:31:26.401027,12:48:26,24,desktop
1037,2024-10-19 11:26:26.401030,12:30:26,5,tablet
1041,2024-10-17 08:50:26.401033,15:36:26,34,tablet
1095,2024-10-18 05:16:26.401036,12:00:26,35,laptop
1053,2024-10-16 21:59:26.401039,10:37:26,33,tablet
1022,2024-10-17 12:57:26.401042,14:41:26,51,desktop
1025,2024-10-17 08:14:26.401046,15:45:26,33,tablet
1016,2024-10-20 23:52:26.401049,12:55:26,36,desktop
1100,2024-10-18 12:29:26.401052,16:17:26,2,tablet
1069,2024-10-17 05:17:26.401065,08:56:26,25,laptop
1046,2024-10-18 12:29:26.401067,09:47:26,56,desktop
1067,2024-10-19 04:13:26.401068,11:53:26,31,desktop
1064,2024-10-17 19:37:26.401070,08:41:26,3,desktop
1034,2024-10-20 08:09:26.401072,08:25:26,41,tablet
1021,2024-10-16 16:19:26.401074,15:39:26,25,laptop
1032,2024-10-21 07:30:26.401076,14:56:26,24,laptop
1061,2024-10-21 00:55:26.401078,07:58:26,17,laptop
1037,2024-10-21 02:31:26.401079,15:03:26,48,laptop
1095,2024-10-21 00:22:26.401081,10:47:26,2,tablet
1043,2024-10-17 03:54:26.401083,11:26:26,23,desktop
1098,2024-10-18 15:20:26.403063,00:23:26,21,laptop
1073,2024-10-16 13:57:26.403072,00:19:26,47,tablet
1053,2024-10-19 06:57:26.403076,00:20:26,56,desktop
1079,2024-10-17 10:56:26.403079,00:36:26,23,mobile
1081,2024-10-18 16:36:26.403083,00:28:26,26,laptop
1003,2024-10-16 21:59:26.403087,00:11:26,9,tablet
1063,2024-10-21 05:54:26.403090,00:40:26,49,mobile
1080,2024-10-21 09:28:26.403093,00:29:26,24,desktop
1069,2024-10-20 06:40:26.403098,23:54:26,33,desktop
1037,2024-10-17 01:47:26.403101,00:04:26,36,laptop
1006,2024-10-18 12:26:26.403519,21:44:26,19,laptop
1037,2024-10-19 21:59:26.403527,21:24:26,32,laptop
1049,2024-10-20 06:19:26.403531,21:17:26,39,mobile
1078,2024-10-16 09:46:26.403534,21:20:26,57,desktop
1053,2024-10-16 05:16:26.403537,21:34:26,54,tablet
1031,2024-10-16 18:21:26.403541,21:36:26,42,tablet
1020,2024-10-16 09:38:26.403544,21:12:26,44,mobile
1041,2024-10-18 13:34:26.403548,21:27:26,31,tablet
1073,2024-10-16 10:01:26.403552,21:46:26,19,laptop
1092,2024-10-21 19:30:26.403555,21:46:26,35,mobile
